text,message,class,channel,id
,"Message(id=3584, to_id=PeerChannel(channel_id=1436944945), date=datetime.datetime(2020, 9, 16, 20, 57, 7, tzinfo=datetime.timezone.utc), message='', out=False, mentioned=False, media_unread=False, silent=False, post=True, from_scheduled=False, legacy=False, edit_hide=False, from_id=None, fwd_from=None, via_bot_id=None, reply_to_msg_id=None, media=MessageMediaDocument(document=Document(id=5409325337228085509, access_hash=-7512804671138363694, file_reference=b'\x02U\xa6\n1\x00\x00\x0e\x00_b\xee\x9c\xd2\xfb\tM\xb0F\x9a\xcc\x07\xc0]\x9b3\x92\xba\xd1', date=datetime.datetime(2020, 9, 16, 20, 45, 4, tzinfo=datetime.timezone.utc), mime_type='video/mp4', size=15243132, dc_id=2, attributes=[DocumentAttributeVideo(duration=48, w=848, h=464, round_message=False, supports_streaming=True), DocumentAttributeFilename(file_name='IMG_4703.MP4')], thumbs=[PhotoStrippedSize(type='i', bytes=b'\x01\x16(\xc5\xab0\xaa(\xdc\xe3$\xf4\x15Z\xac*\x92\xa3\x14\x01m\x1c\xa6v\x03\xcf\x1dA\xa8&\x85X\x17\xc1L}\xec- _Zq\x88\x98\x99\xf3\xf2\x81\xcd\x00T`\xa0\xfc\xad\xbb\xf0\xa2\x9bE\x00\x15,rm\xe0\x8c\x8a(\xa0\t\xb7\xf1\x9cS&\x9fr\xf9i\x90\xbd\xf3\xde\x8a)\x02+\xd1E\x14\xc0'), PhotoSize(type='m', location=FileLocationToBeDeprecated(volume_id=200118100151, local_id=34216), w=320, h=180, size=10288)], video_thumbs=[]), ttl_seconds=None), reply_markup=None, entities=[], views=37696, edit_date=None, post_author=None, grouped_id=12802312841147682, restriction_reason=[])",news,@petrovtel,3584
,"Message(id=3583, to_id=PeerChannel(channel_id=1436944945), date=datetime.datetime(2020, 9, 16, 20, 57, 7, tzinfo=datetime.timezone.utc), message='', out=False, mentioned=False, media_unread=False, silent=False, post=True, from_scheduled=False, legacy=False, edit_hide=False, from_id=None, fwd_from=None, via_bot_id=None, reply_to_msg_id=None, media=MessageMediaPhoto(photo=Photo(id=5409325337684324627, access_hash=-1197983628782046498, file_reference=b'\x02U\xa6\n1\x00\x00\r\xff_b\xee\x9cdO\xf3\xb5&""P\xc4\x07\xf2\xf8\x95\xdbl\x95\xd3', date=datetime.datetime(2020, 9, 16, 20, 45, 19, tzinfo=datetime.timezone.utc), sizes=[PhotoStrippedSize(type='i', bytes=b""\x01\x17(\xa9*\x87P\xc3\xafz\x80M ;C\x10\x07\xa5Z\x04l_p?\x95V\x8e3%\xd1@@\xcez\xd0+\x16<\xd9P\x03 \x03=9\xc6h29\x19\x07\x03\xdcU\x89\xec\xbc\xc4\x1b\xe5\xe5F\x01\xc7Z\xcdR\xd1\xb9\\`\x8e)'q\xca64\xedI0\xfc\xc4g'\xa5\x14\xdbC\x8bu\x1f_\xe7E0C\xda\x04\xfe\x1d\xc1{\x0c\xd3D\x11\xa9,\xab\xf3s\xf3g\xda\x8a*\x9aV9\x95I]\n\xfbL\x1b7|\xde\xb5\x04\xf16\xfd\xe5F\x08\x1c\x9f\xa5\x14T\xc5$mRN\xc8\x96\x01\x88Tt\xa2\x8a({\x96\xb6?""), PhotoSize(type='m', location=FileLocationToBeDeprecated(volume_id=200117600932, local_id=40242), w=320, h=180, size=21513), PhotoSize(type='x', location=FileLocationToBeDeprecated(volume_id=200117600932, local_id=40244), w=800, h=450, size=97349), PhotoSize(type='y', location=FileLocationToBeDeprecated(volume_id=200117600932, local_id=40243), w=854, h=480, size=79897)], dc_id=2, has_stickers=False, video_sizes=[]), ttl_seconds=None), reply_markup=None, entities=[], views=37691, edit_date=None, post_author=None, grouped_id=12802312841147682, restriction_reason=[])",news,@petrovtel,3583
"В Амстердаме полиция застрелила известного фитнес-тренера Сэмми Бэйкера. 

Об этом в его Инстаграм рассказали родители. Они написали, что Сэмми отправился в Амстердам, чтобы отметить свой день рождения. На следующий день после вечеринки он пропал без вести.

Через день, Сэмми был найден полицией на заднем дворе - он был вооружен 30-сантиметровым ножом и грозился перерезать себе горло, если полиция приблизится к нему хоть на шаг. Впоследствии, один из полицейских с собакой набросился на парня, Сэмми безуспешно пытался отбиться и был убит тремя выстрелами из пистолета. 

В связи с этим сотрудники правоохранительных органов подверглись критике, особенно со стороны родителей Сэмми, за то, что их сын ни на кого не нападал напрямую. Сейчас его мать выдвигает серьезные обвинения против полиции. Друзья и близкие описывают его как любящего и отзывчивого человека. И не знают до сих пор, что послужило причиной такому поведению Сэмми в Амстердаме.","Message(id=3582, to_id=PeerChannel(channel_id=1436944945), date=datetime.datetime(2020, 9, 16, 20, 57, 6, tzinfo=datetime.timezone.utc), message='В Амстердаме полиция застрелила известного фитнес-тренера Сэмми Бэйкера. \n\nОб этом в его Инстаграм рассказали родители. Они написали, что Сэмми отправился в Амстердам, чтобы отметить свой день рождения. На следующий день после вечеринки он пропал без вести.\n\nЧерез день, Сэмми был найден полицией на заднем дворе - он был вооружен 30-сантиметровым ножом и грозился перерезать себе горло, если полиция приблизится к нему хоть на шаг. Впоследствии, один из полицейских с собакой набросился на парня, Сэмми безуспешно пытался отбиться и был убит тремя выстрелами из пистолета. \n\nВ связи с этим сотрудники правоохранительных органов подверглись критике, особенно со стороны родителей Сэмми, за то, что их сын ни на кого не нападал напрямую. Сейчас его мать выдвигает серьезные обвинения против полиции. Друзья и близкие описывают его как любящего и отзывчивого человека. И не знают до сих пор, что послужило причиной такому поведению Сэмми в Амстердаме.', out=False, mentioned=False, media_unread=False, silent=False, post=True, from_scheduled=False, legacy=False, edit_hide=False, from_id=None, fwd_from=None, via_bot_id=None, reply_to_msg_id=None, media=MessageMediaPhoto(photo=Photo(id=5409325337684324626, access_hash=2416305774602169114, file_reference=b'\x02U\xa6\n1\x00\x00\r\xfe_b\xee\x9c\xeb\xafU\x17\xd8DI\x02cw\xf7\xfa\x81,\xef\xbe', date=datetime.datetime(2020, 9, 16, 20, 45, 11, tzinfo=datetime.timezone.utc), sizes=[PhotoStrippedSize(type='i', bytes=b'\x01\x17(|v\x80\x9cJw)\xe8S\xa5#i\x91\x95o.C\x9cpOJ\x80C$$\x18ee\xf6\xab6\xedq&\xe6}\xa3\xb6}i^\xc3\xb5\xca\xbffT\xb7%\x81\xf3\x07|\xf1RE`^""\xe6U^{\x8a$p\xe6M\xe4\xaf<\x8cTdJ\xd0\x84\x19\xe3\x8c\x13\xd6\x9alM!\xa63\xbf\x00\xabc\xa9\xe8(\xa5\xd9\xe5\x8c\xcb\xf9v\xa2\x8b\x85\x90\x91\xb1Y\xd7s\xbf\x96:\xe4\xe6\xadO2\xbcy\x0eB\x0eXm\xa2\x8a\x96\xb5);""9\xed\x99\xd3\xcf\x85\xca\x8cn\xd9H$\xc4\xa25BY8<\xf5\xa2\x8a""\xc6\xd1\x15\xdb\x16`L|\xe3\x03\x9a(\xa2\xa8\x83'), PhotoSize(type='m', location=FileLocationToBeDeprecated(volume_id=200098400349, local_id=46166), w=320, h=180, size=25744), PhotoSize(type='x', location=FileLocationToBeDeprecated(volume_id=200098400349, local_id=46167), w=800, h=450, size=114243), PhotoSize(type='y', location=FileLocationToBeDeprecated(volume_id=200098400349, local_id=46164), w=854, h=480, size=94000)], dc_id=2, has_stickers=False, video_sizes=[]), ttl_seconds=None), reply_markup=None, entities=[], views=36414, edit_date=None, post_author=None, grouped_id=12802312841147682, restriction_reason=[])",news,@petrovtel,3582
"Американский рэпер Канье Уэст помочился на золотую статуэтку музыкальной премии «Грэмми» и заснял это на видео. Ролик он выложил в своем Twitter-аккаунте.

«Поверьте мне, я не остановлюсь», — написал хип-хоп-исполнитель.

В комментариях пользователи признались, что их удивляют последние посты Уэста, и призвали его остановиться, говорят, что переживают о его психическом состоянии.","Message(id=3581, to_id=PeerChannel(channel_id=1436944945), date=datetime.datetime(2020, 9, 16, 19, 30, 22, tzinfo=datetime.timezone.utc), message='Американский рэпер Канье Уэст помочился на золотую статуэтку музыкальной премии «Грэмми» и заснял это на видео. Ролик он выложил в своем Twitter-аккаунте.\n\n«Поверьте мне, я не остановлюсь», — написал хип-хоп-исполнитель.\n\nВ комментариях пользователи признались, что их удивляют последние посты Уэста, и призвали его остановиться, говорят, что переживают о его психическом состоянии.', out=False, mentioned=False, media_unread=False, silent=False, post=True, from_scheduled=False, legacy=False, edit_hide=False, from_id=None, fwd_from=None, via_bot_id=None, reply_to_msg_id=None, media=MessageMediaDocument(document=Document(id=5409325337228085485, access_hash=703033574560070146, file_reference=b'\x02U\xa6\n1\x00\x00\r\xfd_b\xee\x9c4\xee\xc7\x90\x9c\x89\xce\xaeA9\x08\x05\x8aL\xefd', date=datetime.datetime(2020, 9, 16, 19, 28, 51, tzinfo=datetime.timezone.utc), mime_type='video/mp4', size=777671, dc_id=2, attributes=[DocumentAttributeVideo(duration=8, w=640, h=352, round_message=False, supports_streaming=True), DocumentAttributeFilename(file_name='IMG_4693.MP4')], thumbs=[PhotoStrippedSize(type='i', bytes=b'\x01\x16(\x99\x8e:\x83L 75+\x11\xc9\xa8T\x13\x1b\x11\xef\x8a\x91\x89\xf2\x8e7sJ\x05g\xce1\x90NI\xf4\xab0\x16\xd8\xbb\xba\xd0\x04\xed\x130\xca\xe6\x8a\x9a\xdd\xc0\x1f1\xa2\x81\x8aa\x07\xab1\x1e\x94q\xc0\x03\x18\xa2\x8a\x00c[F\xe7<\x83J\xb6\xca=h\xa2\x80\x19<l\xbc\xa9\x18\xf4\xa2\x8a)\x01'), PhotoSize(type='m', location=FileLocationToBeDeprecated(volume_id=200114300863, local_id=37948), w=320, h=176, size=10735)], video_thumbs=[]), ttl_seconds=None), reply_markup=None, entities=[], views=48835, edit_date=None, post_author=None, grouped_id=None, restriction_reason=[])",news,@petrovtel,3581
"Трамп признался, что хотел убить президента Сирии Башара Асада. 

Президент США Дональд Трамп сообщил, что несколько лет назад выступал за убийство президента Сирии Башара Асада. По словам главы государства, против выступал Джеймс Мэттис, который в 2017–2019 годах возглавлял Пентагон.

«Я думал, что лучше его ликвидировать. Мы были готовы. Однако Мэтттис был против. Мэттис — крайне переоцененный генерал»,— сказал Трамп в интервью Fox News. Вместе с тем президент не жалеет, что план по убийству господина Асада, разрабатываемый в 2018 году, не реализовали. По его словам, не было гарантий успеха.","Message(id=3580, to_id=PeerChannel(channel_id=1436944945), date=datetime.datetime(2020, 9, 16, 18, 30, 7, tzinfo=datetime.timezone.utc), message='Трамп признался, что хотел убить президента Сирии Башара Асада. \n\nПрезидент США Дональд Трамп сообщил, что несколько лет назад выступал за убийство президента Сирии Башара Асада. По словам главы государства, против выступал Джеймс Мэттис, который в 2017–2019 годах возглавлял Пентагон.\n\n«Я думал, что лучше его ликвидировать. Мы были готовы. Однако Мэтттис был против. Мэттис — крайне переоцененный генерал»,—\xa0сказал Трамп в интервью Fox News. Вместе с тем президент не жалеет, что план по убийству господина Асада, разрабатываемый в 2018 году, не реализовали. По его словам, не было гарантий успеха.', out=False, mentioned=False, media_unread=False, silent=False, post=True, from_scheduled=False, legacy=False, edit_hide=False, from_id=None, fwd_from=None, via_bot_id=None, reply_to_msg_id=None, media=MessageMediaPhoto(photo=Photo(id=5409325337684324386, access_hash=-2826390609702775933, file_reference=b'\x02U\xa6\n1\x00\x00\r\xfc_b\xee\x9c\xf3\xb5B\xf8\x90\xcd\x89\x15\xa0/\xac\xc6\xd3\xe3m!', date=datetime.datetime(2020, 9, 16, 13, 2, 2, tzinfo=datetime.timezone.utc), sizes=[PhotoStrippedSize(type='i', bytes=b""\x01\x17(\xa7\xb1\xfc\xc0\x85N\xe23\x82*s\x01\t\x9d\xb5f\xe8\x05\x91d#\x9cc4\xfe\t\x18\x03\x07\x15\x0fsnf\xf53\xe2B$\xe4\x11\xc1\xea*E\x8d\x8c(D\xa1q\x93\x8cU\x9b\x9f\xf5\x91}\x1a\xa0Y2\xa0`\x13\x8c\noBo\xcd\xa9Z'27?\xdd\xc7\xebEK(\xd9$x\x18\xe0\x8cQHDV\x93\x13y\x19\x94\x97\x04\xe0\xee9\xebZ3G\xb5n\n\x1d\xbe^1E\x15d\xad\x99\x9e\xf7\x0eq\xb9\x98\xb0\x1c\x1c\x01\xc1\xabP\xb0+m\xf30,\xe7\xfc\xe7\xf1\xa2\x8a\x04Ct\x88w\xcc\x1c\x87\xceH?Z(\xa2\x82\x99""), PhotoSize(type='m', location=FileLocationToBeDeprecated(volume_id=200069800036, local_id=279343), w=320, h=180, size=18097), PhotoSize(type='x', location=FileLocationToBeDeprecated(volume_id=200069800036, local_id=279342), w=500, h=281, size=27965)], dc_id=2, has_stickers=False, video_sizes=[]), ttl_seconds=None), reply_markup=None, entities=[], views=57525, edit_date=None, post_author=None, grouped_id=None, restriction_reason=[])",news,@petrovtel,3580
Этот пост Тесак написал в 2014,"Message(id=3578, to_id=PeerChannel(channel_id=1436944945), date=datetime.datetime(2020, 9, 16, 17, 48, 54, tzinfo=datetime.timezone.utc), message='Этот пост Тесак написал в 2014', out=False, mentioned=False, media_unread=False, silent=False, post=True, from_scheduled=False, legacy=False, edit_hide=False, from_id=None, fwd_from=None, via_bot_id=None, reply_to_msg_id=None, media=MessageMediaPhoto(photo=Photo(id=5409325337684324516, access_hash=2343037288733916624, file_reference=b'\x02U\xa6\n1\x00\x00\r\xfa_b\xee\x9c\x1b\xd1\xb3\x84\xa8\x07\x89\xaf\xbc\x86<\x85\xf9x\xc6\x18', date=datetime.datetime(2020, 9, 16, 17, 49, 37, tzinfo=datetime.timezone.utc), sizes=[PhotoStrippedSize(type='i', bytes=b'\x01 (\xd5\xc6\x18\xfa\x1e\x83oJG\x00!\xe4\x8e=)\x18\xfc\xe7\xe6\x03\xea)\xb9\xff\x00m\x7f*\x00a`q\x86`\x07\xb7_\xd6\x9a\xad\x93\xfe\xb1\x8f\xfc\x06\xa6\xcf<\xb0\xfc\xa9\xf8\xf6?\x97\xff\x00Z\x80!\x88fA\xfb\xc68\xcf\x04QV\x15{\xd1@\x119\xc3\x9e\xbf\xf7\xcd3\xcco\xee\x9f\xcb\xff\x00\xadS\x15\xe4\xf3\xff\x00\x8e\xd2\x85\x1e\xff\x00\x95\x03 \xde\xc3\xaa\xfe\x9f\xfdjO0\xff\x00t\xff\x00\xdf5c`\xa5\xd83\x9c\xd2\x0b\xae\xc4q6\xf3\x9d\xa0c\xda\x8a\x90(\\\xe2\x8abg'), PhotoSize(type='m', location=FileLocationToBeDeprecated(volume_id=200107700822, local_id=45040), w=320, h=258, size=35696), PhotoSize(type='x', location=FileLocationToBeDeprecated(volume_id=200107700822, local_id=45042), w=800, h=644, size=145407), PhotoSize(type='y', location=FileLocationToBeDeprecated(volume_id=200107700822, local_id=45041), w=1280, h=1030, size=200379)], dc_id=2, has_stickers=False, video_sizes=[]), ttl_seconds=None), reply_markup=None, entities=[], views=60777, edit_date=datetime.datetime(2020, 9, 16, 17, 49, 37, tzinfo=datetime.timezone.utc), post_author=None, grouped_id=None, restriction_reason=[])",news,@petrovtel,3578
"Новый адвокат Ефремова оказался чемпионом мира по армрестлингу. 

Роман Филиппов получил статус адвоката в 2014 году и с тех пор специализируется на гражданском и уголовном праве.","Message(id=3577, to_id=PeerChannel(channel_id=1436944945), date=datetime.datetime(2020, 9, 16, 17, 5, 7, tzinfo=datetime.timezone.utc), message='Новый адвокат Ефремова оказался чемпионом мира по армрестлингу. \n\nРоман Филиппов получил статус адвоката в 2014 году и с тех пор специализируется на гражданском и уголовном праве.', out=False, mentioned=False, media_unread=False, silent=False, post=True, from_scheduled=False, legacy=False, edit_hide=False, from_id=None, fwd_from=None, via_bot_id=None, reply_to_msg_id=None, media=MessageMediaDocument(document=Document(id=5409325337228085322, access_hash=-6795901358392819759, file_reference=b'\x02U\xa6\n1\x00\x00\r\xf9_b\xee\x9c\xf6\xbboo0\xd0s\x00\xd0\xc7\xc5p`\xa9)L', date=datetime.datetime(2020, 9, 16, 13, 2, 2, tzinfo=datetime.timezone.utc), mime_type='video/mp4', size=4613829, dc_id=2, attributes=[DocumentAttributeVideo(duration=32, w=848, h=480, round_message=False, supports_streaming=True), DocumentAttributeFilename(file_name='IMG_4651.MP4')], thumbs=[PhotoStrippedSize(type='i', bytes=b'\x01\x17(\xcc1\xb7\xa1\xa9\x16\x07\x0c\x04\x8b\xb4\x1ey\xad-=\xc2\x87b\x030\xe0{\n\x96i#\xb8P^2q\xe9A\xac\xb7\xb1\x92\x96\xd2\x10H\\\xa9\xe8\xd5-\xcc\xbb\xe2R\xad\x82\xbcq\xe9S\xb3H$b\xa0\x1e\xe1G@*\t\x1d\x99\x8e\xe0\xddzc\x8a7%\xe8Tg2c qEZ(\x88\xa4\xe0\x03\xe8(\xa7b\x92\x19\x04\x8f\x06]q\x83\xc6\x0fz\xb0g8\x19@\x01\xf44QH|\xab\x95\x92\xc7o+\xc6fP\x9b{s\x83Tn$!\xce\xc2\xca{\xfc\xd4QL\xc6\xed\x8c\x88\x99Y\x8b\x92HRs\x9a(\xa2\x98\xcf'), PhotoSize(type='m', location=FileLocationToBeDeprecated(volume_id=200118800398, local_id=36573), w=320, h=181, size=18402)], video_thumbs=[]), ttl_seconds=None), reply_markup=None, entities=[], views=63826, edit_date=None, post_author=None, grouped_id=None, restriction_reason=[])",news,@petrovtel,3577
"Белорусская таможня арестовала тираж книги «Гарри Поттер и Тайная комната». 

Таможенники потребовали от издания, которое перевело на белорусский язык вторую книгу о Гарри Поттере, подтверждения о том, что в книге нет «призывов к свержению действующей власти в Республике Беларусь». Это подтвердили в самом издании.

В государственном таможенном комитете это отрицают 🤡","Message(id=3576, to_id=PeerChannel(channel_id=1436944945), date=datetime.datetime(2020, 9, 16, 15, 30, 8, tzinfo=datetime.timezone.utc), message='Белорусская таможня арестовала тираж книги «Гарри Поттер и Тайная комната».\xa0\n\nТаможенники потребовали от издания, которое перевело на белорусский язык вторую книгу о Гарри Поттере, подтверждения о том, что в книге нет «призывов к свержению действующей власти в Республике Беларусь». Это подтвердили в самом издании.\n\nВ государственном таможенном комитете это отрицают 🤡', out=False, mentioned=False, media_unread=False, silent=False, post=True, from_scheduled=False, legacy=False, edit_hide=False, from_id=None, fwd_from=None, via_bot_id=None, reply_to_msg_id=None, media=MessageMediaPhoto(photo=Photo(id=5409325337684324385, access_hash=3336407753126812263, file_reference=b'\x02U\xa6\n1\x00\x00\r\xf8_b\xee\x9c-\t}\x0f\xf1gL\x94d\xcd\x1d\xd5\x1e~\xe5\x8b', date=datetime.datetime(2020, 9, 16, 13, 1, 26, tzinfo=datetime.timezone.utc), sizes=[PhotoStrippedSize(type='i', bytes=b""\x01( \x7f\x0cLq\xf0;\x9a$\x82\x06\x93\x84\xfcA\xa4\xb7u2\x00\xb8\xa7\x93\x1a\xe4\xb3b\xa1\x94\x88\x85\xbci !\t\x03\xd6\xa4\x94\x8b\x80\x15\xc7\x1f\xca\x94\xcd\x1c\x80\xa2\xb0l\x8e\xd4\xb1\xc1\xb7\x9c\xf3KQ\xe8g\xc5q\x1a\x9c\xa4m\x93\xefS\xf9\xc8\x0e\n\xe4\xfao\xa8!\x8f\x91\xc5>8\x11\xf9le\xb3T+\x13\xa3*t\x88\x8f\xa1\x15!\x9c\x03\x82\t'\xa0\xcdG\x8e1\xd6\x91\xf9\x03\xda\x8b\x88\x8b\xa7\xdd\xfc(\x04\xa1\xf4>\x94QE\x87{\x87\x9eq\x8csM\x12\x90\xc3<\xe7\xb5\x14Qa\x1f""), PhotoSize(type='m', location=FileLocationToBeDeprecated(volume_id=200098700496, local_id=49866), w=256, h=320, size=22151), PhotoSize(type='x', location=FileLocationToBeDeprecated(volume_id=200098700496, local_id=49867), w=519, h=649, size=51398)], dc_id=2, has_stickers=False, video_sizes=[]), ttl_seconds=None), reply_markup=None, entities=[], views=69624, edit_date=None, post_author=None, grouped_id=None, restriction_reason=[])",news,@petrovtel,3576
"Гарик Харламов озвучит Волка в «Ну, погоди!»  

По словам генерального продюсера киностудии «Союзмультфильм», юморист подошёл по всем критериям — на эту роль. Они искали такой же яркий, харизматичный и узнаваемый голос. Теперь Бульдог официально станет Волком.

Первая серия перезапуска культового мультфильма будет представлена уже в декабре, но кто озвучит Зайца пока остаётся загадкой.

Ну, Амус, погоди 🤣","Message(id=3575, to_id=PeerChannel(channel_id=1436944945), date=datetime.datetime(2020, 9, 16, 14, 0, 10, tzinfo=datetime.timezone.utc), message='Гарик Харламов озвучит Волка в «Ну, погоди!»  \n\nПо словам генерального продюсера киностудии «Союзмультфильм», юморист подошёл по всем критериям — на эту роль. Они искали такой же яркий, харизматичный и узнаваемый голос. Теперь Бульдог официально станет Волком.\n\nПервая серия перезапуска культового мультфильма будет представлена уже в декабре, но кто озвучит Зайца пока остаётся загадкой.\n\nНу, Амус, погоди 🤣', out=False, mentioned=False, media_unread=False, silent=False, post=True, from_scheduled=False, legacy=False, edit_hide=False, from_id=None, fwd_from=None, via_bot_id=None, reply_to_msg_id=None, media=MessageMediaPhoto(photo=Photo(id=5409325337684324384, access_hash=-7869627351145443620, file_reference=b'\x02U\xa6\n1\x00\x00\r\xf7_b\xee\x9cP\xd5Y\x8b\xc7=\xc88\xd5\r\x07\xe9\xb1j\x9c\x80', date=datetime.datetime(2020, 9, 16, 13, 1, 10, tzinfo=datetime.timezone.utc), sizes=[PhotoStrippedSize(type='i', bytes=b""\x01\x1b(\xc9\xc7Oz\xd0\x96\xdd\x123\x82\xc4c\xa1\x1d*\xb4v\xe5\xe3\x07'>\x82\xa6\xb9;v\x86`K\x00H\x1dE&Rh\xb5\xa0\x7f\xcb\xc7\xfc\x07\xfa\xd5\x8dJ\xef\xcb_*'\xfd\xe9\xec*=\x160\x9ey\r\x90v\xff\x00Z5\x07F\x9fi\x04\x94\xc6\t<\x0c\xfbS$\x8fL\xfb[N\xcc\xccLd\xfc\xd9\xa2\xacZ[\xcc\x93\x87\x0e\x04\x18\xe8\xa7\x86\xe2\x8a\x00\xc9\x8e\xe5c\xdd\xc19\x18\xfaT\xc1`*Y9'\xd4\xd2\xea\x11\xa2\xcd\xb9T)#\x9cq\xda\xb3I&\x806\xf4\xf7\xf2\x8c\x98\xc2\x83\x8e\xa79\xfc\xa9.\xe3u\x97\xcdb\x1b\x7f<R\xe8`\x06\xb8\xc7\xfb?\xd6\xac\xea?\xc1\xf8\xd0\xca\x82\xbb\r=\xe4)\xb1\x93\n9\r\xf8\xd1O\xd3\xbf\xe3\xdb\xfe\x04h\xa0\x99n\x7f""), PhotoSize(type='m', location=FileLocationToBeDeprecated(volume_id=200116900056, local_id=44004), w=320, h=215, size=20504), PhotoSize(type='x', location=FileLocationToBeDeprecated(volume_id=200116900056, local_id=44005), w=670, h=450, size=50770)], dc_id=2, has_stickers=False, video_sizes=[]), ttl_seconds=None), reply_markup=None, entities=[], views=70511, edit_date=None, post_author=None, grouped_id=None, restriction_reason=[])",news,@petrovtel,3575
"Упоминаемость губернаторов в телеграм-каналах 9-15 сентября 2020 года 
 
1 (2)   Кобзев Игорь (Иркутская область)       2072 упоминания 
2 (4)   Дрозденко Александр (Ленинградская область)   1758 
3 (1)    Собянин Сергей (Москва)         1365 
4 (7)   Цыбульский Александр (Архангельская область)   1251 
5 (11)   Минниханов Рустам (Республика Татарстан)       1238 
6 (9)   Развожаев Михаил (Севастополь)     1061 
7(15)    Кондратьев Вениамин (Краснодарский край)   1059 
8 (10)   Солодов Владимир (Камчатский край)     1025 
9 (37)   Гольдштейн Ростислав (Еврейская АО)     948 
10 (12)   Махонин Дмитрий (Пермский край)    932 
11 (3)   Дегтярев Михаил (Хабаровский край)     875 
12 (6)   Текслер Алексей (Челябинская область)     816 
13 (21)   Комарова Наталья (Ханты-Мансийский АО)   788 
14 (17)   Уйба Владимир (Республика Коми)         783 
15 (41)   Бездудный Юрий (Ненецкий АО)      667 
 
Остальные губернаторы здесь: https://davydov.in/politics/upominaemost-gubernatorov-v-telegram-kanalax-9-15-sentyabrya-2020-goda/  
  
Подготовлено фондом «Петербургская политика» совместно с «Давыдов.Индекс» на основе данных базы «Соцмедиа» «Медиалогии»","Message(id=3653, to_id=PeerChannel(channel_id=1007375479), date=datetime.datetime(2020, 9, 16, 10, 25, 8, tzinfo=datetime.timezone.utc), message='Упоминаемость губернаторов в телеграм-каналах 9-15 сентября 2020 года \n \n1 (2)   Кобзев Игорь (Иркутская область)       2072 упоминания \n2 (4)   Дрозденко Александр (Ленинградская область)   1758 \n3 (1)    Собянин Сергей (Москва)         1365 \n4 (7)   Цыбульский Александр (Архангельская область)   1251 \n5 (11)   Минниханов Рустам (Республика Татарстан)       1238 \n6 (9)   Развожаев Михаил (Севастополь)     1061 \n7(15)    Кондратьев Вениамин (Краснодарский край)   1059 \n8 (10)   Солодов Владимир (Камчатский край)     1025 \n9 (37)   Гольдштейн Ростислав (Еврейская АО)     948 \n10 (12)   Махонин Дмитрий (Пермский край)    932 \n11 (3)   Дегтярев Михаил (Хабаровский край)     875 \n12 (6)   Текслер Алексей (Челябинская область)     816 \n13 (21)   Комарова Наталья (Ханты-Мансийский АО)   788 \n14 (17)   Уйба Владимир (Республика Коми)         783 \n15 (41)   Бездудный Юрий (Ненецкий АО)      667 \n \nОстальные губернаторы здесь: https://davydov.in/politics/upominaemost-gubernatorov-v-telegram-kanalax-9-15-sentyabrya-2020-goda/  \n  \nПодготовлено фондом «Петербургская политика» совместно с «Давыдов.Индекс» на основе данных базы «Соцмедиа» «Медиалогии»', out=False, mentioned=False, media_unread=False, silent=False, post=True, from_scheduled=False, legacy=False, edit_hide=False, from_id=None, fwd_from=None, via_bot_id=None, reply_to_msg_id=None, media=None, reply_markup=None, entities=[MessageEntityUrl(offset=932, length=99)], views=46750, edit_date=None, post_author=None, grouped_id=None, restriction_reason=[])",news,@DavydovIn,3653
"Новости новичка: злые языки говорят, что в истории с наличием или отсутствием отравления проявился весь блеск нищеты пропаганды и администрирования события. 
Возможно, этим должны заниматься люди, а не обязательно дипломаты. 
У Юлиана Семёнова в какой-то из его книг был герой, с которым воздух Брюсселя сыграл злую шутку. 
Хотя, быть может, это был другой город. Или страна.","Message(id=3652, to_id=PeerChannel(channel_id=1007375479), date=datetime.datetime(2020, 9, 16, 8, 30, 54, tzinfo=datetime.timezone.utc), message='Новости новичка: злые языки говорят, что в истории с наличием или отсутствием отравления проявился весь блеск нищеты пропаганды и администрирования события. \nВозможно, этим должны заниматься люди, а не обязательно дипломаты. \nУ Юлиана Семёнова в какой-то из его книг был герой, с которым воздух Брюсселя сыграл злую шутку. \nХотя, быть может, это был другой город. Или страна.', out=False, mentioned=False, media_unread=False, silent=False, post=True, from_scheduled=False, legacy=False, edit_hide=False, from_id=None, fwd_from=None, via_bot_id=None, reply_to_msg_id=None, media=None, reply_markup=None, entities=[], views=52677, edit_date=None, post_author=None, grouped_id=None, restriction_reason=[])",news,@DavydovIn,3652
